component,archive_path,source_path,bytes,sha256,reason,reference
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-loss-compensation-spread-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-loss-compensation-spread-low-vs-high.svg,50380,2650d52c0ff7401f8c51cbcac6cf00ea843a6b65bfbb6e99ffe9c8f2925397d8,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-mezzanine-loss-cdf-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-mezzanine-loss-cdf-low-vs-high.png,103253,75ee38fb644985944a4470c56b79e3343dd0de5b98201025c1afea4c4ea7af6e,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-mezzanine-loss-cdf-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-mezzanine-loss-cdf-low-vs-high.svg,90153,9562067c35a73545b1ff05d345b266c94a51a021ff4de2b77cc40c4b73a2af56,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-observed-cohort-panel.csv,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-observed-cohort-panel.csv,5636,d4e5b73b559d4ab5fc72840f3058bbcddf7975e1cffa0aefacd3967dafe04a4c,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-payoff-map.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-payoff-map.png,124783,c2126e2ba13544c8db25ef12b0f4c58a37baca3c0d2ce06524e9c328eb396de0,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-payoff-map.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-payoff-map.svg,43682,c4bec484210d1b532d71325d394fc5d821194780893e01be16990836debe88c4,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-rho-calibration-fit.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-rho-calibration-fit.png,88674,b40ea2ca14348086cd9f6fb2b3fd75688f8c9524cba50fdf11c8115b70df627b,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-rho-calibration-fit.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-rho-calibration-fit.svg,46115,0923638c69b76dae310019109bd75d01a8816bd57d45e31f1a47587312d39702,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-rho-calibration-grid.csv,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-rho-calibration-grid.csv,7544,6e9aac24007733286994a86b73bb7aa118fa9c2d9e9ce89f8ed4c45ac6ef4197,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-rho-calibration-objective.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-rho-calibration-objective.png,87908,85770a42ba8fdb80c6ebc49fb3278489658b134d346b94d751b88ac1647b9705,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-rho-calibration-objective.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-rho-calibration-objective.svg,39446,c7d2eab83383af57e8db2f62fe425530a5c893084ea99be7d9fe73d08a1193cb,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-rho-scenarios.csv,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-rho-scenarios.csv,402,6b0647117841d0a030c0ff76d6abbcc2d8c6e9aef8df5d7e72ec4c0081298b6e,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-run-metadata.json,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-run-metadata.json,2813,9940581948d26e2f0f32c11393e3f7c042d8102f4fd7aa3a9e7234e0fc741587,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-senior-loss-cdf-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-senior-loss-cdf-low-vs-high.png,85802,4717705ad5f71488619a2f9ba76698cc93c0e7b4f86dea83f032f4bf2f876048,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-senior-loss-cdf-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-senior-loss-cdf-low-vs-high.svg,62618,6429553298c6f6f275742e1dc8a859007a9cfa50c57d807fc217459f79710522,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-tranche-summary-metrics.csv,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-tranche-summary-metrics.csv,552,492ee78b14be1ad8d787e2cee5c7540dabe38b6fbaaf8850dd483aa74a17ea3e,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-tranche-tail-metrics-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-tranche-tail-metrics-low-vs-high.png,143714,384297135f6f0606643da7d45a7cf85983726eff8141cef18b2860dfd9cc1f71,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-tranche-tail-metrics-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-tranche-tail-metrics-low-vs-high.svg,58876,736b6df6ffc62ca51fc104265d7b6093dbcbddf707851043e7df386eb1ca6707,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-trigger-frequencies-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-trigger-frequencies-low-vs-high.png,67318,6fb2b26159f4ed4bdf25fdfb1207ce41e8fb29e014aaee2a744d67f5b6f0abd8,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-trigger-frequencies-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-trigger-frequencies-low-vs-high.svg,37263,8241938e6a4dd4a8794acd75bfdcb51dbc514bba5303368a5d3f3653803682f9,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/stage_actual_clo_contract.py,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\stage_actual_clo_contract.py,20736,370d6c48106c2738d7a997532c4dbb962e189e6ffe50323742377769740cd249,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/test_clo_smoke.py,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\test_clo_smoke.py,31591,e6b238a201b3b3a04fd9d80b95c8e80612b5fd0e6778ee2ff7e70efa613da933,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/r/CLO.R,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\r\CLO.R,16129,54aef3a8ac75395ed0e2404bf0120a388ddc47f71e61efd7697e900644ec91ed,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/r/CLO.Rmd,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\r\CLO.Rmd,1457,e5a9f4260c0b8f89dc515be03900fd4c3a5c54378f8732ec31a177de5fa3d343,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/r/README.md,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\r\README.md,673,24fe4398e753f3e0112a6cf64e6a67c82a9a424296ebd3158e9d934d5305a859,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/README.md,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\README.md,3180,03ff7526287344e6cf019f863bc87d7102494467f3bc4069ce4398be428fd0c8,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/run_example.py,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\run_example.py,1217,ef498b25afd7fa1be71d5d21890399efa75d6afb7cb7c9ebda8fea576300bed2,project_code,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
shared_repo,shared/README.md,D:\dev\ECR Capital Management\Book2\repo\README.md,2871,0c4ace37608d4864c70d12ffc08b1bcf0f1ffd989cb4fbb2e4ef1951409b89e1,shared_repo,D:\dev\ECR Capital Management\Book2\repo\README.md
shared_repo,shared/AGENTS.md,D:\dev\ECR Capital Management\Book2\repo\AGENTS.md,3335,df114df014ad5b0c4eabfa084451124663f6b9341c33aa037df8cdaf5bdf5a93,shared_repo,D:\dev\ECR Capital Management\Book2\repo\AGENTS.md
shared_repo,shared/registry/chapters.yml,D:\dev\ECR Capital Management\Book2\repo\registry\chapters.yml,22688,02c55ad61d37bce42467e8a291fe538bc4549d5f80ee656baccac846a3812261,shared_repo,D:\dev\ECR Capital Management\Book2\repo\registry
shared_repo,shared/registry/dependencies.yml,D:\dev\ECR Capital Management\Book2\repo\registry\dependencies.yml,11927,e7fa45c925ab79792f04a34d528a723ae2310994bf5ae8c72bf94dabc5435ff1,shared_repo,D:\dev\ECR Capital Management\Book2\repo\registry
shared_repo,shared/registry/example_paths.yml,D:\dev\ECR Capital Management\Book2\repo\registry\example_paths.yml,17750,7734d2690a91df457f0d04f845079cad91968e2606ae20981b0e7a1f2802e5aa,shared_repo,D:\dev\ECR Capital Management\Book2\repo\registry
shared_repo,shared/registry/l4_code_appendix_rules.yml,D:\dev\ECR Capital Management\Book2\repo\registry\l4_code_appendix_rules.yml,963,9ea3cb72e392d41c60066d0726d24db5e6f76ed578bd40798465242381151f9c,shared_repo,D:\dev\ECR Capital Management\Book2\repo\registry
shared_repo,shared/registry/modules.yml,D:\dev\ECR Capital Management\Book2\repo\registry\modules.yml,9133,f9b649357a62f88732f7a8742c234cb4aa6e9d6b8348c1bae32c52e2060f0210,shared_repo,D:\dev\ECR Capital Management\Book2\repo\registry
shared_repo,shared/registry/release_tracks.yml,D:\dev\ECR Capital Management\Book2\repo\registry\release_tracks.yml,1102,be3f383708f1ba11a46a456d2eb5c5f6d1169a0e4f59e200d5db4bbb2f22322a,shared_repo,D:\dev\ECR Capital Management\Book2\repo\registry
shared_repo,shared/registry/sources.yml,D:\dev\ECR Capital Management\Book2\repo\registry\sources.yml,8341,131a14bf0cca890a9ce6d192e7ece2f67579d8747d0d26ed044fca0540173b65,shared_repo,D:\dev\ECR Capital Management\Book2\repo\registry
shared_repo,shared/registry/tables.yml,D:\dev\ECR Capital Management\Book2\repo\registry\tables.yml,9896,bf651cb0776e2f7dc34d48fc13a3ddae773a630fc6793d019a8cac3dcdfa9cd3,shared_repo,D:\dev\ECR Capital Management\Book2\repo\registry
shared_repo,shared/packages/python/book2_public/__init__.py,D:\dev\ECR Capital Management\Book2\repo\packages\python\book2_public\__init__.py,415,13b268de4f5574424784f93901dfbe34085e189c17bcfdd68ff8948901a58a7f,shared_repo,D:\dev\ECR Capital Management\Book2\repo\packages
shared_repo,shared/packages/python/book2_public/options_implied_ceasefire.py,D:\dev\ECR Capital Management\Book2\repo\packages\python\book2_public\options_implied_ceasefire.py,11809,f48da84ff2249237b981b7c828586458a05f819e9b3b34b5165c3af8a8ba3c48,shared_repo,D:\dev\ECR Capital Management\Book2\repo\packages
shared_repo,shared/packages/python/book2_public/options_implied_ceasefire_workflow.py,D:\dev\ECR Capital Management\Book2\repo\packages\python\book2_public\options_implied_ceasefire_workflow.py,18385,4964903c56e349804b523e14e89531400c91a10aaf27519fff57cd875b0bfdd2,shared_repo,D:\dev\ECR Capital Management\Book2\repo\packages
shared_repo,shared/packages/python/README.md,D:\dev\ECR Capital Management\Book2\repo\packages\python\README.md,243,b87f8b636a2b037ab84a81ff2facd2958458a2195fe05d147ba08fd6ff17e72d,shared_repo,D:\dev\ECR Capital Management\Book2\repo\packages
shared_repo,shared/packages/README.md,D:\dev\ECR Capital Management\Book2\repo\packages\README.md,330,ade36fafadd27e388094133e4b7d26ddb48409b9a263e3e4200bd7229d80b6e3,shared_repo,D:\dev\ECR Capital Management\Book2\repo\packages
shared_repo,shared/adapters/canonical/README.md,D:\dev\ECR Capital Management\Book2\repo\adapters\canonical\README.md,121,2fcf3411fde0e77f9e72f4ad6c697b621d31e02be7125da41918044bd07fc8b8,shared_repo,D:\dev\ECR Capital Management\Book2\repo\adapters
shared_repo,shared/adapters/README.md,D:\dev\ECR Capital Management\Book2\repo\adapters\README.md,324,1287e4f5dcaf323e338b3ad8ad0326b1b467940636350b9c7262e8dcaa4bb175,shared_repo,D:\dev\ECR Capital Management\Book2\repo\adapters
shared_repo,shared/adapters/vendor_compatible/README.md,D:\dev\ECR Capital Management\Book2\repo\adapters\vendor_compatible\README.md,171,131fc00dd06fd1210b67ddcccb18880099555bb84502ae454fa5630610c50c15,shared_repo,D:\dev\ECR Capital Management\Book2\repo\adapters
shared_repo,shared/scripts/README.md,D:\dev\ECR Capital Management\Book2\repo\scripts\README.md,327,86a5478904096859d6aae8cfe5e80921b08ca5f28aa13ef3a14f55e917cf094d,shared_repo,D:\dev\ECR Capital Management\Book2\repo\scripts
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-collateral-model-price-vs-market.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-collateral-model-price-vs-market.png,191520,7ca7fa6ba9a3b6241080fadab98d373bce0630986b389c37a2b4d49aa24a4785,project_code_added_after_packet,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-collateral-model-price-vs-market.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-collateral-model-price-vs-market.svg,330133,bfe2cc8645e270338f8304162e732c2411031e38ca9dacc04e8c8ed6299522b4,project_code_added_after_packet,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-collateral-nav-distribution-low-vs-high.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-collateral-nav-distribution-low-vs-high.png,90673,78c40eacd4ac7e0c35cb36dd95f286d8780a92919f15d5890c4f19b7b0a616f2,project_code_added_after_packet,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-collateral-nav-distribution-low-vs-high.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-collateral-nav-distribution-low-vs-high.svg,50716,839dc76976b9f860479c6cccdc9644109d108262e6f542e94cf32cc5ea1d0ffb,project_code_added_after_packet,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-collateral-valuation-summary.csv,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-collateral-valuation-summary.csv,284,f967d00a3987566362b09a57e9535b0e89ccd713e4db8988acf49c21e5ca62c0,project_code_added_after_packet,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-collateral-valuation-table.csv,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-collateral-valuation-table.csv,122978,9faadb0df455e2eb2e92bb43e927eab1e88697590bebdcd1b001c3c44a9538d9,project_code_added_after_packet,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-collateral-value-by-rating.png,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-collateral-value-by-rating.png,62297,ca9dad0293cd7b552d315d0954e2cfe5bcc1d58ab4c68a45667d00fabb49ec46,project_code_added_after_packet,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-collateral-value-by-rating.svg,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-collateral-value-by-rating.svg,34597,ec27d1983174d88b36f77c925f8adf5d87410711ccf1b89fbe72050927586581,project_code_added_after_packet,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-monte-carlo-diagnostics.csv,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-monte-carlo-diagnostics.csv,616,db953c807df4a4e3a05f70ed74d7b387a1d1222e45465b6ac6911847289eebcf,project_code_added_after_packet,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
project_code,code/examples/Chapter 4/Correlation and Tail Risk in CLO Tranches/python/rendered-sample/clo-validation-checks.csv,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches\python\rendered-sample\clo-validation-checks.csv,455,14e968b579eaa37e14fed3e6a19f36477c55d83a27dba676340cd3f48cbbef4f,project_code_added_after_packet,D:\dev\ECR Capital Management\Book2\repo\examples\Chapter 4\Correlation and Tail Risk in CLO Tranches
